,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
477,Stanton Kidd,UTA,28,4,3,1,3.8,91.2,88.9,2.3,0.1,0.5,16.7,0,0.158,0.091,33.3,0,0,0.139,109.92,-7.7
486,Jeremiah Martin,BKN,24,3,3,0,5.3,105.9,100,5.9,0.154,0,28.6,0,0.1,0.057,0,0.2,0.2,0.139,102.32,5.6
486,Justin Anderson,BKN,26,3,2,1,5.6,69.2,94.6,-25.4,0,0,0,0,0.091,0.049,0,0.167,0.218,0.159,107.82,-4.7
486,Chasson Randle,GSW,27,3,2,1,13.5,110.3,112.4,-2,0.161,0,41.7,0,0.053,0.027,0,0,0.377,0.08,104.54,3.4
486,Jeremy Pargo,GSW,34,3,0,3,14.8,112.1,109.7,2.4,0.308,2,23.5,0.024,0.048,0.036,11.8,0.568,0.557,0.268,99.66,7
486,Naz Mitrou-Long,IND,26,3,2,1,14.2,100,79.1,20.9,0.25,3.5,28,0,0.115,0.058,8,0.438,0.438,0.173,102.17,12.5
486,Kostas Antetokounmpo,LAL,22,3,3,0,1.7,108.3,125,-16.7,0.167,0,100,0,0.333,0.143,0,0,0,0,112.83,7.3
486,Dion Waiters,LAL,28,3,1,2,14,115.7,102.2,13.5,0.125,1,9.4,0,0.208,0.116,9.4,0.538,0.53,0.296,101.55,10.7
486,Udonis Haslem,MIA,40,3,3,0,6.9,83.3,114,-30.6,0.1,0,11.1,0,0.421,0.195,0,0.167,0.322,0.182,98.97,7.7
486,Zylan Cheatham,NOP,24,3,2,1,10.2,74.6,118.5,-43.9,0.133,0.67,20,0.031,0.152,0.092,30,0.4,0.4,0.114,100.14,0.9
486,Isaiah Roby,OKC,22,3,2,1,3.8,88.5,100,-11.5,0,0,0,0,0.167,0.08,50,0,0,0.071,111.58,-2
486,Jared Harper,PHX,22,3,1,2,2.6,83.3,144.4,-61.1,0,0,0,0,0,0,0,0.25,0.25,0.222,109.6,-2.6
486,Tariq Owens,PHX,25,3,0,3,5.1,83.9,127.3,-43.4,0,0,0,0.105,0.067,0.088,0,0.2,0.34,0.171,99.74,3.1
486,Zach Collins,POR,22,3,2,1,28.8,116.3,103.2,13.1,0.083,1,17.6,0.056,0.082,0.071,17.6,0.553,0.624,0.139,103.61,5.1
486,Quinndary Weatherspoon,SAS,23,3,0,3,5,93.9,79.4,14.5,0.091,0,25,0,0.056,0.031,0,0,0,0.086,106.74,-2.1
500,Max Strus,CHI,24,2,0,2,3.1,193.3,87.5,105.8,0,0,0,0.167,0,0.063,0,0.667,0.727,0.158,119.36,12.3
500,Josh Reaves,DAL,23,2,1,1,0.7,0,100,-100,0,0,0,0,0,0,0,0,0,0.333,129.29,-33.3
500,William Howard,HOU,26,2,1,1,6.6,62.1,113.3,-51.3,0.2,1,16.7,0,0.25,0.077,16.7,0,0,0.152,106.73,-8.6
500,Ryan Anderson,HOU,32,2,1,1,7,124.2,103,21.2,0.167,2,20,0,0.467,0.28,10,0.357,0.357,0.242,113.41,11.5
500,Talen Horton-Tucker,LAL,19,2,1,1,2.7,55.6,120,-64.4,1,0,66.7,0,0,0,0,0,0,0.1,85.77,14.8
500,Dusty Hannahs,MEM,26,2,0,2,6.7,144.8,127.6,17.2,0,0,0,0,0.063,0.032,0,0.556,0.607,0.286,103.62,8
500,Josh Gray,NOP,26,2,1,1,11.4,76.6,91.5,-14.9,0.154,0.4,22.2,0.053,0.04,0.045,55.6,0.5,0.5,0.137,99.31,-2.4
500,Marial Shayok,PHI,24,2,1,1,5.2,96,136,-40,0.111,1,14.3,0,0.273,0.136,14.3,0.3,0.3,0.214,116.34,3.3
500,Kyle Guy,SAC,22,2,1,1,2,100,130,-30,0,0,0,0,0,0,0,0.5,0.5,0.2,121.01,4.2
509,Marques Bolden,CLE,22,1,0,1,2.8,114.3,57.1,57.1,0,0,0,0,0.5,0.333,0,0,0,0,119.29,30.8
509,Malik Newman,CLE,23,1,0,1,3.7,57.1,87.5,-30.4,0,0,0,0,0,0,25,0,0.347,0.571,97.74,-15.4
509,J.P. Macura,CLE,25,1,1,0,0.6,150,0,150,0,0,0,0,0,0,0,0,0,0,115.51,0
509,Eric Mika,SAC,25,1,0,1,19,122,102.4,19.5,0,0,0,0.111,0.263,0.189,0,0.667,0.773,0.089,103.35,7.7
509,Luka Samanic,SAS,20,1,0,1,12,100,73.1,26.9,0.333,0,42.9,0,0.133,0.071,0,0,0,0.154,102,2.5
509,Justin Wright-Foreman,UTA,22,1,0,1,1.5,66.7,0,66.7,0,0,0,0,0,0,0,0,0,0,93.91,0
